data,receita_diaria,qtd_diaria,ano,fim_de_semana,dia_semana_nome,mes_nome,mm_30,mm_90,receita_log,receita_log_diff,baseline_naive,baseline_mm7,dia,semana_ano,dia_semana_1,dia_semana_2,dia_semana_3,dia_semana_4,dia_semana_5,dia_semana_6,mes_2,mes_3,mes_4,mes_5,mes_6,mes_7,mes_8,mes_9,mes_10,mes_11,mes_12,lag_1,lag_7,lag_14,lag_30,qtd_lag_1,qtd_lag_7,qtd_lag_14,qtd_lag_30,mm_7,mm_14,std_7,std_14,std_30
2011-04-20,10734.81,3.0,2011,0,Wednesday,April,17556.331313333336,16593.69948444444,9.281340161588393,-0.6931006063709795,21469.62,15904.738057142857,20,16,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,21469.62,10734.81,11433.9082,22307.9764,6.0,3.0,4.0,8.0,15904.738057142857,20795.375657142857,7416.4006280872245,10242.249769183385,10056.60095614245
2011-04-21,11255.6282,4.0,2011,0,Thursday,April,17215.86492,16599.486353333334,9.328712407471434,0.04737224588304123,10734.81,15904.738057142857,21,16,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,10734.81,6953.26,33246.0664,21469.62,3.0,2.0,11.0,6.0,16519.36208571429,19224.63007142857,6694.013666933399,9865.220735912466,10092.381851006037
2011-04-22,15012.1782,5.0,2011,0,Friday,April,16977.313586666667,16639.24490888889,9.616683641054776,0.28797123358334176,11255.6282,16519.36208571429,22,16,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,11255.6282,18183.8882,29121.9782,22168.7182,4.0,6.0,9.0,7.0,16066.260657142857,18216.787214285716,6669.867109954917,9489.915018801057,10055.787917750635
2011-04-23,0.0,0.0,2011,1,Saturday,April,16619.486586666666,16444.41390888889,0.0,-9.616683641054776,15012.1782,16066.260657142857,23,16,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,15012.1782,10531.53,17891.35,10734.81,5.0,3.0,5.0,3.0,14561.75637142857,16938.833642857146,8930.934251453958,10668.578754140228,10468.122990675252
2011-04-24,3578.27,1.0,2011,1,Sunday,April,16380.935253333333,16172.602242222221,8.182914147987624,8.182914147987624,0.0,14561.75637142857,24,16,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0.0,28447.88,28016.32,10734.81,0.0,8.0,8.0,3.0,11008.954942857143,15193.258642857143,7280.39922360184,10715.829240198458,10686.122290891639
2011-04-25,7156.54,2.0,2011,0,Monday,April,16119.080646666667,16032.281968888889,8.87592162550014,0.6930074775125163,3578.27,11008.954942857143,25,17,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3578.27,15012.1782,42557.68,15012.1782,1.0,5.0,12.0,5.0,9886.720914285714,12664.605785714286,7165.015899858695,7437.10576714582,10816.274480883498
2011-04-26,30024.3564,10.0,2011,0,Tuesday,April,16215.05304,16169.351817777779,10.309797516985979,1.4338758914858385,7156.54,9886.720914285714,26,17,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7156.54,21469.62,18233.8882,27145.1846,2.0,6.0,6.0,10.0,11108.826114285714,13506.782085714285,9737.64808152664,8680.00102086335,10929.661350886181
2011-04-27,15012.1782,5.0,2011,0,Wednesday,April,16572.88004,16176.127817777777,9.616683641054776,-0.6931138759312034,30024.3564,11108.826114285714,27,17,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,30024.3564,10734.81,10734.81,4277.3682,10.0,3.0,3.0,2.0,11719.878714285715,13812.308385714286,9843.892467324551,8650.153267319327,10698.63801159347
2011-04-28,23884.4528,10.0,2011,0,Thursday,April,17345.725193333335,16274.708646666664,10.08102488314908,0.4643412420943047,15012.1782,11719.878714285715,28,17,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,15012.1782,11255.6282,6953.26,699.0982,5.0,4.0,2.0,1.0,13523.996514285715,15021.6793,10850.428258386652,8799.704655680524,10343.960858761659
2011-04-29,21990.4382,7.0,2011,0,Friday,April,16885.983133333335,16320.254071111112,9.998408483865822,-0.0826163992832587,23884.4528,13523.996514285715,29,17,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,23884.4528,15012.1782,18183.8882,35782.7,10.0,5.0,6.0,10.0,14520.8908,15293.57572857143,11320.336588871449,8962.234759437826,9787.815608547487
2011-04-30,6749.98,2.0,2011,1,Saturday,April,16735.79486,16275.978182222223,8.817442958513412,-1.1809655253524092,21990.4382,14520.8908,30,17,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,21990.4382,0.0,10531.53,11255.6282,7.0,0.0,3.0,4.0,15485.173657142857,15023.465014285715,10098.861470053816,9171.343269467272,9910.982526437398
2011-05-01,20731.5,6.0,2011,1,Sunday,May,17075.793859999998,16381.543424444446,9.939457796325359,1.122014837811946,6749.98,15485.173657142857,1,17,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,6749.98,3578.27,28447.88,10531.53,2.0,1.0,8.0,3.0,17935.635085714286,14472.295014285715,8714.339474422659,8510.58026715571,9865.65698050712
2011-05-02,10734.81,3.0,2011,0,Monday,May,16956.518193333333,16305.98809111111,9.281340161588393,-0.6581176347369659,20731.5,17935.635085714286,2,18,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,20731.5,7156.54,15012.1782,14313.08,6.0,2.0,5.0,4.0,18446.816514285714,14166.768714285716,8056.799620306791,8566.303242652448,9921.681465451478
2011-05-03,13931.52,4.0,2011,0,Tuesday,May,17182.35086,16286.21302,9.541980954935214,0.26064079334682155,10734.81,18446.816514285714,3,18,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,10734.81,30024.3564,21469.62,7156.54,3.0,10.0,6.0,2.0,16147.839885714286,13628.332999999999,6309.035039346955,8304.887759091811,9766.823080758844
2011-05-04,18412.1682,6.0,2011,0,Wednesday,May,16956.518193333333,16208.676797777776,9.820821350675875,0.27884039574066044,13931.52,16147.839885714286,4,18,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,13931.52,15012.1782,10734.81,25187.1482,4.0,5.0,3.0,8.0,16633.552742857144,14176.71572857143,6337.843681142208,8352.46422512433,9653.014212240414
2011-05-05,21990.4382,7.0,2011,0,Thursday,May,17434.45419333333,16293.980777777779,9.998408483865822,0.177587133189947,18412.1682,16633.552742857144,5,18,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,18412.1682,23884.4528,11255.6282,7652.3582,6.0,10.0,4.0,3.0,16362.97922857143,14943.487871428573,6008.5740839710215,8553.98204823493,9530.64040783243
2011-05-06,17509.79,5.0,2011,0,Friday,May,17636.983586666665,16363.471464444443,9.77057254133811,-0.22783594252771167,21990.4382,16362.97922857143,6,18,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,21990.4382,21990.4382,15012.1782,11433.9082,7.0,7.0,5.0,4.0,15722.88662857143,15121.888714285713,5528.662072173497,8581.525450118688,9463.04731397541
2011-05-07,26446.0864,9.0,2011,1,Saturday,May,17410.317586666664,16502.79998,10.182901276209485,0.4123287348713749,17509.79,15722.88662857143,7,18,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,17509.79,6749.98,0.0,33246.0664,5.0,2.0,0.0,11.0,18536.616114285716,17010.894885714286,5203.381440486522,7878.7086123669815,9152.621955907947
2011-05-08,28626.16,8.0,2011,1,Sunday,May,17393.790313333335,16586.556646666664,10.262111196524973,0.07920992031548835,26446.0864,18536.616114285716,8,18,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,26446.0864,20731.5,3578.27,29121.9782,9.0,6.0,1.0,9.0,19664.42468571429,18800.029885714288,6461.795233326799,7424.634452857674,9131.166982791803
2011-05-09,14313.08,4.0,2011,0,Monday,May,17274.514646666667,16546.79809111111,9.568998947216835,-0.6931122493081379,28626.16,19664.42468571429,9,19,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,28626.16,10734.81,7156.54,17891.35,8.0,3.0,2.0,5.0,20175.606114285714,19311.211314285716,5738.735519320344,6779.670573337088,9147.798893749978
2011-05-10,21762.1582,7.0,2011,0,Tuesday,May,17066.042586666666,16550.048515555554,9.987973828306044,0.4189748810892091,14313.08,20175.606114285714,10,19,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,14313.08,13931.52,30024.3564,28016.32,4.0,4.0,10.0,8.0,21294.268714285714,18721.0543,5039.2989954597715,6101.013779985993,8963.976291789495
2011-05-11,21469.62,6.0,2011,0,Wednesday,May,16363.107253333332,16656.047333333332,9.974440767959372,-0.013533060346672343,21762.1582,21294.268714285714,11,19,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,21762.1582,18412.1682,15012.1782,42557.68,7.0,6.0,5.0,12.0,21731.047542857144,19182.30014285714,4877.773069020829,6042.867264946143,7622.511196698601
2011-05-12,19289.5464,7.0,2011,0,Thursday,May,16398.29586,16711.341404444443,9.867370431055898,-0.10707033690347423,21469.62,21731.047542857144,12,19,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,21469.62,21990.4382,23884.4528,18233.8882,6.0,7.0,10.0,6.0,21345.205857142857,18854.092542857143,4959.965529949193,5890.69906462511,7633.873489049631
2011-05-13,27709.76,8.0,2011,0,Friday,May,16964.127526666667,16784.638071111112,10.229576064402602,0.3622056333467043,19289.5464,21345.205857142857,13,19,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,19289.5464,17509.79,21990.4382,10734.81,7.0,5.0,7.0,3.0,22802.34442857143,19262.615528571427,5140.394168988538,6308.444089058485,7826.290559239573
2011-05-14,28740.4182,9.0,2011,1,Saturday,May,17690.366133333333,17103.97605111111,10.266094504274978,0.03651843987237591,27709.76,22802.34442857143,14,19,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,27709.76,26446.0864,6749.98,6953.26,8.0,9.0,2.0,2.0,23130.106114285714,20833.361114285715,5473.78272278641,5657.366746785166,7876.010655637189
2011-05-15,15507.9964,6.0,2011,1,Sunday,May,17601.169739999998,17236.528566666668,9.649175547436142,-0.6169189568388358,28740.4182,23130.106114285714,15,19,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,28740.4182,28626.16,20731.5,18183.8882,9.0,8.0,6.0,6.0,21256.08274285714,20460.253714285715,5523.887320582607,5834.088066670461,7885.375519251638
2011-05-16,24844.61,7.0,2011,0,Monday,May,18078.272406666667,17276.287122222224,10.120436355958807,0.47126080852266483,15507.9964,21256.08274285714,16,20,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,15507.9964,14313.08,10734.81,10531.53,6.0,4.0,3.0,3.0,22760.58702857143,21468.096571428574,4688.771970547776,5210.148749244446,7875.877788887751
2011-05-17,11433.9082,4.0,2011,0,Tuesday,May,17511.140013333334,17213.225293333333,9.344426078440398,-0.7760102775184095,24844.61,22760.58702857143,17,20,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,24844.61,21762.1582,13931.52,28447.88,7.0,7.0,4.0,8.0,21285.122742857144,21289.695728571427,6376.589013750792,5521.51612168497,7714.347843675588
2011-05-18,10556.53,3.0,2011,0,Wednesday,May,17362.61840666667,17094.227404444446,9.264594628385876,-0.07983145005452208,11433.9082,21285.122742857144,18,20,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,11433.9082,21469.62,18412.1682,15012.1782,4.0,6.0,6.0,5.0,19726.109885714286,20728.578714285715,7550.058941102823,6194.573141645545,7806.460072863386
2011-05-19,18590.4482,6.0,2011,0,Thursday,May,17266.646013333335,16989.495495555555,9.83045697977918,0.5658623513933048,10556.53,19726.109885714286,19,20,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,10556.53,19289.5464,21990.4382,21469.62,3.0,7.0,7.0,6.0,19626.238714285715,20485.722285714288,7561.41146563615,6207.930267001584,7771.849134497699
2011-05-20,14833.8982,5.0,2011,0,Friday,May,17403.28228666667,16957.782475555556,9.604737670551057,-0.22571930922812378,18590.4482,19626.238714285715,20,20,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,18590.4482,27709.76,17509.79,10734.81,6.0,8.0,5.0,3.0,17786.829885714287,20294.587157142854,6794.469533792481,6346.256693170052,7688.64103098015
2011-05-21,21113.06,6.0,2011,1,Saturday,May,17731.863346666665,17075.35503111111,9.957694448262,0.35295677771094347,14833.8982,17786.829885714287,21,20,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,14833.8982,28740.4182,26446.0864,11255.6282,5.0,9.0,9.0,4.0,16697.207285714285,19913.6567,5160.114104279646,6104.047237933394,7627.243956344432
2011-05-22,4277.3682,2.0,2011,1,Sunday,May,17374.036346666668,16801.00692,8.361326954194885,-1.596367494067115,21113.06,16697.207285714285,22,20,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,21113.06,15507.9964,28626.16,15012.1782,6.0,6.0,8.0,5.0,15092.831828571429,18174.457285714285,7006.9097033698645,6853.469108884184,8001.845063559199
2011-05-23,11433.9082,4.0,2011,0,Monday,May,17755.16662,16843.02414222222,9.344426078440398,0.9830991242455127,4277.3682,15092.831828571429,23,21,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4277.3682,24844.61,14313.08,0.0,2.0,7.0,4.0,0.0,13177.017285714286,17968.802157142858,5585.380151545631,7019.440892326068,7395.073810176955
2011-05-24,24641.33,7.0,2011,0,Tuesday,May,18457.26862,16842.468586666666,10.112220974865092,0.7677948964246948,11433.9082,13177.017285714286,24,21,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,11433.9082,11433.9082,21762.1582,3578.27,4.0,4.0,7.0,1.0,15063.79182857143,18174.457285714285,6960.022008117701,7179.47993097361,6991.553561387493
2011-05-25,10531.53,3.0,2011,0,Wednesday,May,18569.768286666666,16879.968475555557,9.262223842175723,-0.8499971326893689,24641.33,15063.79182857143,25,21,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,24641.33,10556.53,21469.62,7156.54,7.0,3.0,6.0,2.0,15060.2204,17393.165142857142,6962.726201311893,7385.508229147756,6828.702090366815
2011-05-26,18590.4482,6.0,2011,0,Thursday,May,18188.638013333333,17007.0119,9.83045697977918,0.5682331376034568,10531.53,15060.2204,26,21,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,10531.53,18590.4482,19289.5464,30024.3564,3.0,6.0,7.0,10.0,15060.220400000002,17343.22955714286,6962.726201311893,7374.054455187456,6477.385129035314
2011-05-27,7855.6382,3.0,2011,0,Friday,May,17950.08668,16874.459384444443,8.969114084005609,-0.8613428957735714,18590.4482,15060.220400000002,27,21,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,18590.4482,14833.8982,27709.76,15012.1782,6.0,5.0,8.0,5.0,14063.326114285714,15925.078,7480.814709939978,7132.213546761915,6725.435023035643
2011-05-28,21633.8782,7.0,2011,1,Saturday,May,17875.067526666666,16840.48769777778,9.982062022876557,1.0129479388709477,7855.6382,14063.326114285714,28,21,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,7855.6382,21113.06,28740.4182,23884.4528,3.0,6.0,9.0,10.0,14137.728714285713,15417.467999999999,7564.734993613936,6361.181648261759,6669.2748758993675
2011-05-29,17891.35,5.0,2011,1,Sunday,May,17738.431253333336,16807.50514222222,9.792128526176745,-0.18993349669981185,21633.8782,14137.728714285713,29,21,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,21633.8782,4277.3682,15507.9964,21990.4382,7.0,2.0,6.0,7.0,16082.583257142858,15587.707542857142,6241.488098154449,6395.5896536943865,6623.889624431967
2011-05-30,18590.4482,6.0,2011,0,Monday,May,18133.113526666668,16855.031455555556,9.83045697977918,0.03832845360243553,17891.35,16082.583257142858,30,22,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,17891.35,11433.9082,24844.61,6749.98,5.0,4.0,7.0,2.0,17104.946114285714,15140.9817,5931.549378527708,5898.361466681862,6290.957243007435
2011-05-31,17688.07,5.0,2011,0,Tuesday,May,18031.66586,16653.98001111111,9.780702213697253,-0.04975476608192686,18590.4482,17104.946114285714,31,22,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,18590.4482,24641.33,11433.9082,20731.5,6.0,7.0,4.0,6.0,16111.623257142857,15587.707542857142,4962.11963249332,5832.469150325027,6272.121817108341
2011-06-01,25543.7082,8.0,2011,0,Wednesday,June,18525.2958,16810.755566666667,10.148185458720599,0.3674832450233456,17688.07,16111.623257142857,1,22,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,17688.07,10531.53,10556.53,10734.81,5.0,3.0,3.0,3.0,18256.220142857142,16658.220271428574,5375.3682428649745,6201.707517054794,6260.77666691643
2011-06-02,35401.14,10.0,2011,0,Thursday,June,19240.9498,16969.512011111114,10.47452754927212,0.3263420905515204,25543.7082,18256.220142857142,2,22,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,25543.7082,18590.4482,18590.4482,13931.52,8.0,6.0,6.0,4.0,20657.74754285714,17858.98397142857,8434.381364603481,7977.724547140445,6910.883300118082
2011-06-03,14833.8982,5.0,2011,0,Friday,June,19121.674133333334,17015.05743555556,9.604737670551057,-0.869789878721063,35401.14,20657.74754285714,3,22,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,35401.14,7855.6382,14833.8982,18412.1682,10.0,3.0,5.0,6.0,21654.641828571428,17858.98397142857,6951.011485688276,7977.724547140445,6956.409487987912
2011-06-04,21063.06,6.0,2011,1,Saturday,June,19090.761526666665,17002.772344444445,9.955323549633919,0.3505858790828622,14833.8982,21654.641828571428,4,22,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,14833.8982,21633.8782,21113.06,21990.4382,5.0,7.0,6.0,7.0,21573.09637142857,17855.412542857142,6954.642985631756,7976.166759002087,6945.273411633731
2011-06-05,17891.35,5.0,2011,1,Sunday,June,19103.480193333333,17034.763142222222,9.792128526176745,-0.16319502345717396,21063.06,21573.09637142857,5,22,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,21063.06,17891.35,4277.3682,17509.79,6.0,5.0,2.0,5.0,21573.09637142857,18827.839814285715,6954.642985631756,6958.389879659421,6942.627258381328
2011-06-06,21291.34,6.0,2011,0,Monday,June,18931.655313333333,17152.05792,9.966102662604005,0.17397413642726,17891.35,21573.09637142857,6,23,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,17891.35,18590.4482,11433.9082,26446.0864,5.0,6.0,4.0,9.0,21958.938057142856,19531.942085714287,6835.488695512225,6644.300244761292,6817.293616014477
2011-06-07,55454.0428,19.0,2011,0,Tuesday,June,19825.918073333334,17496.402284444444,10.923327931835496,0.9572252692314915,21291.34,21958.938057142856,7,23,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,21291.34,17688.07,24641.33,28626.16,6.0,5.0,7.0,8.0,27354.077028571428,21732.850142857144,14025.408433536559,11669.760269298404,9402.309813881833
2011-06-08,17713.07,5.0,2011,0,Wednesday,June,19939.251073333333,17573.938506666665,9.78211451803836,-1.1412134137971357,55454.0428,27354.077028571428,8,23,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,55454.0428,25543.7082,10531.53,14313.08,19.0,8.0,3.0,4.0,26235.414428571432,22245.817285714285,14498.185113467016,11291.208721344841,9353.934959447899
